WorkerId,Input.text1,Input.text2,Input.text3,Input.text4,Input.text5,Answer.text1,Answer.text2,Answer.text3,Answer.text4,Answer.text5
AMT_K0N,"nancy was feeling very sick . </s> it got worse overnight so she went to the hospital . </s> there she was shocked to learn that she was pregnant . </s> she was also very far along and almost in labor . </s> nancy gave birth in a whirlwind and tried to adjust to her new life . </s> 
","some friends and i went trekking through the woods . </s> we were searching for a mountain pool . </s> we finally found one . </s> the water was freezing cold . </s> we had to go on another trek to find another pool . </s> 
","tom made up his costume last minute . </s> it was pretty brilliant in a way . </s> he decided to enter the costume contest . </s> he was the last one to win the costume . </s> he got second place in the contest . </s> 
","maria loved to do jumping ropes after school . </s> she always got entangled in them but did n't mind . </s> her friend sophie on the other hand was exasperated . </s> she told her to get her act together and jump better . </s> maria only wanted to have fun and played with someone else . </s> 
","i ran at least five miles . </s> and i was really getting tired . </s> i thought of something good to eat . </s> i ran to the food truck . </s> it was so much better than i thought it would be . </s> 
",5,2,2,5,5
AMT_A32,"nancy was feeling very sick . </s> it got worse overnight so she went to the hospital . </s> there she was shocked to learn that she was pregnant . </s> she was also very far along and almost in labor . </s> nancy gave birth in a whirlwind and tried to adjust to her new life . </s> 
","some friends and i went trekking through the woods . </s> we were searching for a mountain pool . </s> we finally found one . </s> the water was freezing cold . </s> we had to go on another trek to find another pool . </s> 
","tom made up his costume last minute . </s> it was pretty brilliant in a way . </s> he decided to enter the costume contest . </s> he was the last one to win the costume . </s> he got second place in the contest . </s> 
","maria loved to do jumping ropes after school . </s> she always got entangled in them but did n't mind . </s> her friend sophie on the other hand was exasperated . </s> she told her to get her act together and jump better . </s> maria only wanted to have fun and played with someone else . </s> 
","i ran at least five miles . </s> and i was really getting tired . </s> i thought of something good to eat . </s> i ran to the food truck . </s> it was so much better than i thought it would be . </s> 
",5,1,1,5,5
AMT_SK1,"nancy was feeling very sick . </s> it got worse overnight so she went to the hospital . </s> there she was shocked to learn that she was pregnant . </s> she was also very far along and almost in labor . </s> nancy gave birth in a whirlwind and tried to adjust to her new life . </s> 
","some friends and i went trekking through the woods . </s> we were searching for a mountain pool . </s> we finally found one . </s> the water was freezing cold . </s> we had to go on another trek to find another pool . </s> 
","tom made up his costume last minute . </s> it was pretty brilliant in a way . </s> he decided to enter the costume contest . </s> he was the last one to win the costume . </s> he got second place in the contest . </s> 
","maria loved to do jumping ropes after school . </s> she always got entangled in them but did n't mind . </s> her friend sophie on the other hand was exasperated . </s> she told her to get her act together and jump better . </s> maria only wanted to have fun and played with someone else . </s> 
","i ran at least five miles . </s> and i was really getting tired . </s> i thought of something good to eat . </s> i ran to the food truck . </s> it was so much better than i thought it would be . </s> 
",1,2,2,5,4
AMT_RGT,"jim was playing a video game online . </s> his internet connection went down . </s> jim was booted from the game . </s> he lost the game . </s> jim was threw a temper after playing the game . </s> 
","allie was in a lot of pain . </s> she had cramps . </s> did she wanted them to just go away . </s> but they sustained . </s> finally she took an advil and they went away . </s> 
","ana spilled candle wax on her floor . </s> it was so hard to remove ! </s> she scrubbed it with metal and plastic but nothing worked . </s> so she scraped and scraped until she got a razor blade . </s> then she unscrewed the razor blade and it was easy to scrub again . </s> 
","john decided to take his wife out on a date . </s> john made reservations at her favorite restaurant . </s> when she got there , john bought her a salad . </s> his wife was not excited to eat at the plans . </s> john was disappointed he could not go on the date since she had a fever . </s> 
","as i walked out of the house , the tag hung on the door jam . </s> i pulled back , but it was too late . </s> the dress ripped on the jam . </s> i saw the tag still attached . </s> i felt terrible for hiding the purchase and ruining the dress . </s> 
",3,3,2,1,3
AMT_K0N,"jim was playing a video game online . </s> his internet connection went down . </s> jim was booted from the game . </s> he lost the game . </s> jim was threw a temper after playing the game . </s> 
","allie was in a lot of pain . </s> she had cramps . </s> did she wanted them to just go away . </s> but they sustained . </s> finally she took an advil and they went away . </s> 
","ana spilled candle wax on her floor . </s> it was so hard to remove ! </s> she scrubbed it with metal and plastic but nothing worked . </s> so she scraped and scraped until she got a razor blade . </s> then she unscrewed the razor blade and it was easy to scrub again . </s> 
","john decided to take his wife out on a date . </s> john made reservations at her favorite restaurant . </s> when she got there , john bought her a salad . </s> his wife was not excited to eat at the plans . </s> john was disappointed he could not go on the date since she had a fever . </s> 
","as i walked out of the house , the tag hung on the door jam . </s> i pulled back , but it was too late . </s> the dress ripped on the jam . </s> i saw the tag still attached . </s> i felt terrible for hiding the purchase and ruining the dress . </s> 
",4,5,1,1,5
AMT_Q42,"jim was playing a video game online . </s> his internet connection went down . </s> jim was booted from the game . </s> he lost the game . </s> jim was threw a temper after playing the game . </s> 
","allie was in a lot of pain . </s> she had cramps . </s> did she wanted them to just go away . </s> but they sustained . </s> finally she took an advil and they went away . </s> 
","ana spilled candle wax on her floor . </s> it was so hard to remove ! </s> she scrubbed it with metal and plastic but nothing worked . </s> so she scraped and scraped until she got a razor blade . </s> then she unscrewed the razor blade and it was easy to scrub again . </s> 
","john decided to take his wife out on a date . </s> john made reservations at her favorite restaurant . </s> when she got there , john bought her a salad . </s> his wife was not excited to eat at the plans . </s> john was disappointed he could not go on the date since she had a fever . </s> 
","as i walked out of the house , the tag hung on the door jam . </s> i pulled back , but it was too late . </s> the dress ripped on the jam . </s> i saw the tag still attached . </s> i felt terrible for hiding the purchase and ruining the dress . </s> 
",4,5,5,2,1
AMT_SK1,"jim was playing a video game online . </s> his internet connection went down . </s> jim was booted from the game . </s> he lost the game . </s> jim was threw a temper after playing the game . </s> 
","allie was in a lot of pain . </s> she had cramps . </s> did she wanted them to just go away . </s> but they sustained . </s> finally she took an advil and they went away . </s> 
","ana spilled candle wax on her floor . </s> it was so hard to remove ! </s> she scrubbed it with metal and plastic but nothing worked . </s> so she scraped and scraped until she got a razor blade . </s> then she unscrewed the razor blade and it was easy to scrub again . </s> 
","john decided to take his wife out on a date . </s> john made reservations at her favorite restaurant . </s> when she got there , john bought her a salad . </s> his wife was not excited to eat at the plans . </s> john was disappointed he could not go on the date since she had a fever . </s> 
","as i walked out of the house , the tag hung on the door jam . </s> i pulled back , but it was too late . </s> the dress ripped on the jam . </s> i saw the tag still attached . </s> i felt terrible for hiding the purchase and ruining the dress . </s> 
",5,2,2,0,2
AMT_TMT,"jim was playing a video game online . </s> his internet connection went down . </s> jim was booted from the game . </s> he lost the game . </s> jim was threw a temper after playing the game . </s> 
","allie was in a lot of pain . </s> she had cramps . </s> did she wanted them to just go away . </s> but they sustained . </s> finally she took an advil and they went away . </s> 
","ana spilled candle wax on her floor . </s> it was so hard to remove ! </s> she scrubbed it with metal and plastic but nothing worked . </s> so she scraped and scraped until she got a razor blade . </s> then she unscrewed the razor blade and it was easy to scrub again . </s> 
","john decided to take his wife out on a date . </s> john made reservations at her favorite restaurant . </s> when she got there , john bought her a salad . </s> his wife was not excited to eat at the plans . </s> john was disappointed he could not go on the date since she had a fever . </s> 
","as i walked out of the house , the tag hung on the door jam . </s> i pulled back , but it was too late . </s> the dress ripped on the jam . </s> i saw the tag still attached . </s> i felt terrible for hiding the purchase and ruining the dress . </s> 
",5,5,5,2,5
AMT_A32,"rachel was walking to her car . </s> she saw a shadow moving behind her . </s> she turned around . </s> she was scared . </s> she locked the car door and left . </s> 
","tori 's favorite band was in concert near her . </s> tori really wanted to meet the lead singer of the band . </s> tori decided to sneak in through the backstage area . </s> the security caught tori sneaking in . </s> tori 's parents had to pick her up from the concert arena . </s> 
","kia 's parents let her stay up late to watch a movie . </s> the movie featured dinosaurs , and it was very scary . </s> on the night of the movie she was having a nightmare about dinosaurs . </s> she decided not to go to sleep . </s> she woke up in her room , and her nightmares had to stop . </s> 
","sarah needed a new sponge to clean the bathroom . </s> she went to the store to buy a sponge . </s> sarah found a yellow sponge that had a lifetime warranty . </s> she bought it and went home to use it . </s> the sponge fell apart immediately and she regretted her purchase . </s> 
","the kids were going to cook dinner on their own . </s> they made their favorite pasta dish . </s> they carefully stirred the sauce into the pasta . </s> they put it in the oven to melt the cheese . </s> they could n't wait to eat ! </s> 
",5,5,2,5,5
AMT_SK1,"rachel was walking to her car . </s> she saw a shadow moving behind her . </s> she turned around . </s> she was scared . </s> she locked the car door and left . </s> 
","tori 's favorite band was in concert near her . </s> tori really wanted to meet the lead singer of the band . </s> tori decided to sneak in through the backstage area . </s> the security caught tori sneaking in . </s> tori 's parents had to pick her up from the concert arena . </s> 
","kia 's parents let her stay up late to watch a movie . </s> the movie featured dinosaurs , and it was very scary . </s> on the night of the movie she was having a nightmare about dinosaurs . </s> she decided not to go to sleep . </s> she woke up in her room , and her nightmares had to stop . </s> 
","sarah needed a new sponge to clean the bathroom . </s> she went to the store to buy a sponge . </s> sarah found a yellow sponge that had a lifetime warranty . </s> she bought it and went home to use it . </s> the sponge fell apart immediately and she regretted her purchase . </s> 
","the kids were going to cook dinner on their own . </s> they made their favorite pasta dish . </s> they carefully stirred the sauce into the pasta . </s> they put it in the oven to melt the cheese . </s> they could n't wait to eat ! </s> 
",5,5,2,5,5
AMT_TMT,"rachel was walking to her car . </s> she saw a shadow moving behind her . </s> she turned around . </s> she was scared . </s> she locked the car door and left . </s> 
","tori 's favorite band was in concert near her . </s> tori really wanted to meet the lead singer of the band . </s> tori decided to sneak in through the backstage area . </s> the security caught tori sneaking in . </s> tori 's parents had to pick her up from the concert arena . </s> 
","kia 's parents let her stay up late to watch a movie . </s> the movie featured dinosaurs , and it was very scary . </s> on the night of the movie she was having a nightmare about dinosaurs . </s> she decided not to go to sleep . </s> she woke up in her room , and her nightmares had to stop . </s> 
","sarah needed a new sponge to clean the bathroom . </s> she went to the store to buy a sponge . </s> sarah found a yellow sponge that had a lifetime warranty . </s> she bought it and went home to use it . </s> the sponge fell apart immediately and she regretted her purchase . </s> 
","the kids were going to cook dinner on their own . </s> they made their favorite pasta dish . </s> they carefully stirred the sauce into the pasta . </s> they put it in the oven to melt the cheese . </s> they could n't wait to eat ! </s> 
",5,5,3,5,5
AMT_Q42,"rachel was walking to her car . </s> she saw a shadow moving behind her . </s> she turned around . </s> she was scared . </s> she locked the car door and left . </s> 
","tori 's favorite band was in concert near her . </s> tori really wanted to meet the lead singer of the band . </s> tori decided to sneak in through the backstage area . </s> the security caught tori sneaking in . </s> tori 's parents had to pick her up from the concert arena . </s> 
","kia 's parents let her stay up late to watch a movie . </s> the movie featured dinosaurs , and it was very scary . </s> on the night of the movie she was having a nightmare about dinosaurs . </s> she decided not to go to sleep . </s> she woke up in her room , and her nightmares had to stop . </s> 
","sarah needed a new sponge to clean the bathroom . </s> she went to the store to buy a sponge . </s> sarah found a yellow sponge that had a lifetime warranty . </s> she bought it and went home to use it . </s> the sponge fell apart immediately and she regretted her purchase . </s> 
","the kids were going to cook dinner on their own . </s> they made their favorite pasta dish . </s> they carefully stirred the sauce into the pasta . </s> they put it in the oven to melt the cheese . </s> they could n't wait to eat ! </s> 
",5,5,2,2,5
AMT_K0N,"rachel was walking to her car . </s> she saw a shadow moving behind her . </s> she turned around . </s> she was scared . </s> she locked the car door and left . </s> 
","tori 's favorite band was in concert near her . </s> tori really wanted to meet the lead singer of the band . </s> tori decided to sneak in through the backstage area . </s> the security caught tori sneaking in . </s> tori 's parents had to pick her up from the concert arena . </s> 
","kia 's parents let her stay up late to watch a movie . </s> the movie featured dinosaurs , and it was very scary . </s> on the night of the movie she was having a nightmare about dinosaurs . </s> she decided not to go to sleep . </s> she woke up in her room , and her nightmares had to stop . </s> 
","sarah needed a new sponge to clean the bathroom . </s> she went to the store to buy a sponge . </s> sarah found a yellow sponge that had a lifetime warranty . </s> she bought it and went home to use it . </s> the sponge fell apart immediately and she regretted her purchase . </s> 
","the kids were going to cook dinner on their own . </s> they made their favorite pasta dish . </s> they carefully stirred the sauce into the pasta . </s> they put it in the oven to melt the cheese . </s> they could n't wait to eat ! </s> 
",2,5,5,5,5
AMT_K0N,"jane had a favorite pair of earrings . </s> one night she was out with friends . </s> the next morning she put them in her ear and wore them home . </s> she was still calling with places to go . </s> jane had lost her favorite earring ! </s> 
","tom used his computer everyday . </s> tom had a temper . </s> tom 's frustration made him throw away his computer mouse . </s> tom went to the store to buy a new computer mouse . </s> tom bought a new computer mouse for his temper and his frustration . </s> 
","susan was a teacher . </s> one of her students would come in smelling badly . </s> susan was concerned about the student . </s> she reported the problem to the counselor . </s> the counselor checked on the student 's family . </s> 
","a man rear ended me at a red light . </s> i got out of my car and walked to his . </s> he rowed down his window . </s> he said he was going to throttle me . </s> i smiled and said i did n't know what that meant , but called for help . </s> 
","i wanted to buy new headphones . </s> but i did n't have much money . </s> i looked for as many headphone reviews as i could . </s> and i decided to buy koss ksc75s . </s> i was impressed by how the $ 13 headphones sounded . </s> 
",0,3,5,4,5
AMT_Q42,"jane had a favorite pair of earrings . </s> one night she was out with friends . </s> the next morning she put them in her ear and wore them home . </s> she was still calling with places to go . </s> jane had lost her favorite earring ! </s> 
","tom used his computer everyday . </s> tom had a temper . </s> tom 's frustration made him throw away his computer mouse . </s> tom went to the store to buy a new computer mouse . </s> tom bought a new computer mouse for his temper and his frustration . </s> 
","susan was a teacher . </s> one of her students would come in smelling badly . </s> susan was concerned about the student . </s> she reported the problem to the counselor . </s> the counselor checked on the student 's family . </s> 
","a man rear ended me at a red light . </s> i got out of my car and walked to his . </s> he rowed down his window . </s> he said he was going to throttle me . </s> i smiled and said i did n't know what that meant , but called for help . </s> 
","i wanted to buy new headphones . </s> but i did n't have much money . </s> i looked for as many headphone reviews as i could . </s> and i decided to buy koss ksc75s . </s> i was impressed by how the $ 13 headphones sounded . </s> 
",1,4,5,1,5
AMT_PN1,"jane had a favorite pair of earrings . </s> one night she was out with friends . </s> the next morning she put them in her ear and wore them home . </s> she was still calling with places to go . </s> jane had lost her favorite earring ! </s> 
","tom used his computer everyday . </s> tom had a temper . </s> tom 's frustration made him throw away his computer mouse . </s> tom went to the store to buy a new computer mouse . </s> tom bought a new computer mouse for his temper and his frustration . </s> 
","susan was a teacher . </s> one of her students would come in smelling badly . </s> susan was concerned about the student . </s> she reported the problem to the counselor . </s> the counselor checked on the student 's family . </s> 
","a man rear ended me at a red light . </s> i got out of my car and walked to his . </s> he rowed down his window . </s> he said he was going to throttle me . </s> i smiled and said i did n't know what that meant , but called for help . </s> 
","i wanted to buy new headphones . </s> but i did n't have much money . </s> i looked for as many headphone reviews as i could . </s> and i decided to buy koss ksc75s . </s> i was impressed by how the $ 13 headphones sounded . </s> 
",2,4,5,5,5
AMT_SK1,"jane had a favorite pair of earrings . </s> one night she was out with friends . </s> the next morning she put them in her ear and wore them home . </s> she was still calling with places to go . </s> jane had lost her favorite earring ! </s> 
","tom used his computer everyday . </s> tom had a temper . </s> tom 's frustration made him throw away his computer mouse . </s> tom went to the store to buy a new computer mouse . </s> tom bought a new computer mouse for his temper and his frustration . </s> 
","susan was a teacher . </s> one of her students would come in smelling badly . </s> susan was concerned about the student . </s> she reported the problem to the counselor . </s> the counselor checked on the student 's family . </s> 
","a man rear ended me at a red light . </s> i got out of my car and walked to his . </s> he rowed down his window . </s> he said he was going to throttle me . </s> i smiled and said i did n't know what that meant , but called for help . </s> 
","i wanted to buy new headphones . </s> but i did n't have much money . </s> i looked for as many headphone reviews as i could . </s> and i decided to buy koss ksc75s . </s> i was impressed by how the $ 13 headphones sounded . </s> 
",1,3,5,4,5
AMT_RGT,"jane had a favorite pair of earrings . </s> one night she was out with friends . </s> the next morning she put them in her ear and wore them home . </s> she was still calling with places to go . </s> jane had lost her favorite earring ! </s> 
","tom used his computer everyday . </s> tom had a temper . </s> tom 's frustration made him throw away his computer mouse . </s> tom went to the store to buy a new computer mouse . </s> tom bought a new computer mouse for his temper and his frustration . </s> 
","susan was a teacher . </s> one of her students would come in smelling badly . </s> susan was concerned about the student . </s> she reported the problem to the counselor . </s> the counselor checked on the student 's family . </s> 
","a man rear ended me at a red light . </s> i got out of my car and walked to his . </s> he rowed down his window . </s> he said he was going to throttle me . </s> i smiled and said i did n't know what that meant , but called for help . </s> 
","i wanted to buy new headphones . </s> but i did n't have much money . </s> i looked for as many headphone reviews as i could . </s> and i decided to buy koss ksc75s . </s> i was impressed by how the $ 13 headphones sounded . </s> 
",1,5,5,4,5
AMT_Q42,"one day mary needed to leave the airport . </s> she had no idea on how to get a taxi though . </s> she learned by looking at local news that the taxi service offered rides from mary . </s> she downloaded a map on to her phone and downloaded the taxi app . </s> soon , she was happy with her new decision . </s> 
","the other night i decided to have some pizza . </s> it was frozen . </s> while i was eating the slice i felt sick . </s> alas , i was almost at a point where i could n't pinpoint where it came from . </s> then i realized that it was dairy ! </s> 
","we took our kids out to dinner . </s> the waitress took the orders and delivered them . </s> as a new item , there was an available one in the menu that was not in the list . </s> when we asked manager , it was not available as well . </s> we apologized and were asked to wait another hour for the steak . </s> 
","i decided to dress up with my kids this year . </s> i bought supplies to make a bloody princess costume . </s> my husband said he would find out what she was . </s> i thinks she 's from the show spin off carrie and ray . </s> they are going to play pranking me at halloween and i ca n't help it . </s> 
","tim was feeling a bit down . </s> he had taken all his mood medicine too fast . </s> he was n't able to get more until his next appointment . </s> tim decided to take other medicine he thought was similar . </s> it made things worse . </s> 
",1,3,0,0,5
AMT_SK1,"one day mary needed to leave the airport . </s> she had no idea on how to get a taxi though . </s> she learned by looking at local news that the taxi service offered rides from mary . </s> she downloaded a map on to her phone and downloaded the taxi app . </s> soon , she was happy with her new decision . </s> 
","the other night i decided to have some pizza . </s> it was frozen . </s> while i was eating the slice i felt sick . </s> alas , i was almost at a point where i could n't pinpoint where it came from . </s> then i realized that it was dairy ! </s> 
","we took our kids out to dinner . </s> the waitress took the orders and delivered them . </s> as a new item , there was an available one in the menu that was not in the list . </s> when we asked manager , it was not available as well . </s> we apologized and were asked to wait another hour for the steak . </s> 
","i decided to dress up with my kids this year . </s> i bought supplies to make a bloody princess costume . </s> my husband said he would find out what she was . </s> i thinks she 's from the show spin off carrie and ray . </s> they are going to play pranking me at halloween and i ca n't help it . </s> 
","tim was feeling a bit down . </s> he had taken all his mood medicine too fast . </s> he was n't able to get more until his next appointment . </s> tim decided to take other medicine he thought was similar . </s> it made things worse . </s> 
",1,5,3,2,5
AMT_LOV,"one day mary needed to leave the airport . </s> she had no idea on how to get a taxi though . </s> she learned by looking at local news that the taxi service offered rides from mary . </s> she downloaded a map on to her phone and downloaded the taxi app . </s> soon , she was happy with her new decision . </s> 
","the other night i decided to have some pizza . </s> it was frozen . </s> while i was eating the slice i felt sick . </s> alas , i was almost at a point where i could n't pinpoint where it came from . </s> then i realized that it was dairy ! </s> 
","we took our kids out to dinner . </s> the waitress took the orders and delivered them . </s> as a new item , there was an available one in the menu that was not in the list . </s> when we asked manager , it was not available as well . </s> we apologized and were asked to wait another hour for the steak . </s> 
","i decided to dress up with my kids this year . </s> i bought supplies to make a bloody princess costume . </s> my husband said he would find out what she was . </s> i thinks she 's from the show spin off carrie and ray . </s> they are going to play pranking me at halloween and i ca n't help it . </s> 
","tim was feeling a bit down . </s> he had taken all his mood medicine too fast . </s> he was n't able to get more until his next appointment . </s> tim decided to take other medicine he thought was similar . </s> it made things worse . </s> 
",2,5,3,2,5
AMT_TMT,"one day mary needed to leave the airport . </s> she had no idea on how to get a taxi though . </s> she learned by looking at local news that the taxi service offered rides from mary . </s> she downloaded a map on to her phone and downloaded the taxi app . </s> soon , she was happy with her new decision . </s> 
","the other night i decided to have some pizza . </s> it was frozen . </s> while i was eating the slice i felt sick . </s> alas , i was almost at a point where i could n't pinpoint where it came from . </s> then i realized that it was dairy ! </s> 
","we took our kids out to dinner . </s> the waitress took the orders and delivered them . </s> as a new item , there was an available one in the menu that was not in the list . </s> when we asked manager , it was not available as well . </s> we apologized and were asked to wait another hour for the steak . </s> 
","i decided to dress up with my kids this year . </s> i bought supplies to make a bloody princess costume . </s> my husband said he would find out what she was . </s> i thinks she 's from the show spin off carrie and ray . </s> they are going to play pranking me at halloween and i ca n't help it . </s> 
","tim was feeling a bit down . </s> he had taken all his mood medicine too fast . </s> he was n't able to get more until his next appointment . </s> tim decided to take other medicine he thought was similar . </s> it made things worse . </s> 
",2,3,1,1,5
AMT_K0N,"one day mary needed to leave the airport . </s> she had no idea on how to get a taxi though . </s> she learned by looking at local news that the taxi service offered rides from mary . </s> she downloaded a map on to her phone and downloaded the taxi app . </s> soon , she was happy with her new decision . </s> 
","the other night i decided to have some pizza . </s> it was frozen . </s> while i was eating the slice i felt sick . </s> alas , i was almost at a point where i could n't pinpoint where it came from . </s> then i realized that it was dairy ! </s> 
","we took our kids out to dinner . </s> the waitress took the orders and delivered them . </s> as a new item , there was an available one in the menu that was not in the list . </s> when we asked manager , it was not available as well . </s> we apologized and were asked to wait another hour for the steak . </s> 
","i decided to dress up with my kids this year . </s> i bought supplies to make a bloody princess costume . </s> my husband said he would find out what she was . </s> i thinks she 's from the show spin off carrie and ray . </s> they are going to play pranking me at halloween and i ca n't help it . </s> 
","tim was feeling a bit down . </s> he had taken all his mood medicine too fast . </s> he was n't able to get more until his next appointment . </s> tim decided to take other medicine he thought was similar . </s> it made things worse . </s> 
",1,5,0,2,5
AMT_TMT,"our daughter is coming home to boston to visit . </s> she loves sourdough bread from a local bakery . </s> my wife ordered bread the other day . </s> it had just come out of the oven ! </s> she said she 's going to pick the bread up later . </s> 
","sara broke up with her boyfriend . </s> she was very sad because of the breakup . </s> she went to get ice cream from the kitchen . </s> she put a huge bucket of ice cream in a spoon . </s> it was the best night of her life . </s> 
","pearl was in a big rush . </s> she only had a few hours to finish her work . </s> she worked through lunch and she did n't answer her phone . </s> she just stared at her computer and pressed on . </s> she finished the work with just a few minutes to spare . </s> 
","while walking in his yard , saul saw something . </s> he looked to see what it was . </s> he saw a big black snake beside the rock . </s> he ran and got his mom . </s> mom came and killed the snake . </s> 
","genevieve decided that she wanted a milkshake at denny 's . </s> she begged and pleaded with me to order one for her . </s> i finally gave in and ordered the milkshake . </s> when it arrived she took one drink then decided she did not want it . </s> that is the last milkshake i will order for genevieve . </s> 
",5,4,5,5,5
AMT_SK1,"our daughter is coming home to boston to visit . </s> she loves sourdough bread from a local bakery . </s> my wife ordered bread the other day . </s> it had just come out of the oven ! </s> she said she 's going to pick the bread up later . </s> 
","sara broke up with her boyfriend . </s> she was very sad because of the breakup . </s> she went to get ice cream from the kitchen . </s> she put a huge bucket of ice cream in a spoon . </s> it was the best night of her life . </s> 
","pearl was in a big rush . </s> she only had a few hours to finish her work . </s> she worked through lunch and she did n't answer her phone . </s> she just stared at her computer and pressed on . </s> she finished the work with just a few minutes to spare . </s> 
","while walking in his yard , saul saw something . </s> he looked to see what it was . </s> he saw a big black snake beside the rock . </s> he ran and got his mom . </s> mom came and killed the snake . </s> 
","genevieve decided that she wanted a milkshake at denny 's . </s> she begged and pleaded with me to order one for her . </s> i finally gave in and ordered the milkshake . </s> when it arrived she took one drink then decided she did not want it . </s> that is the last milkshake i will order for genevieve . </s> 
",5,3,5,5,5
AMT_A32,"our daughter is coming home to boston to visit . </s> she loves sourdough bread from a local bakery . </s> my wife ordered bread the other day . </s> it had just come out of the oven ! </s> she said she 's going to pick the bread up later . </s> 
","sara broke up with her boyfriend . </s> she was very sad because of the breakup . </s> she went to get ice cream from the kitchen . </s> she put a huge bucket of ice cream in a spoon . </s> it was the best night of her life . </s> 
","pearl was in a big rush . </s> she only had a few hours to finish her work . </s> she worked through lunch and she did n't answer her phone . </s> she just stared at her computer and pressed on . </s> she finished the work with just a few minutes to spare . </s> 
","while walking in his yard , saul saw something . </s> he looked to see what it was . </s> he saw a big black snake beside the rock . </s> he ran and got his mom . </s> mom came and killed the snake . </s> 
","genevieve decided that she wanted a milkshake at denny 's . </s> she begged and pleaded with me to order one for her . </s> i finally gave in and ordered the milkshake . </s> when it arrived she took one drink then decided she did not want it . </s> that is the last milkshake i will order for genevieve . </s> 
",5,3,5,5,5
AMT_Q42,"our daughter is coming home to boston to visit . </s> she loves sourdough bread from a local bakery . </s> my wife ordered bread the other day . </s> it had just come out of the oven ! </s> she said she 's going to pick the bread up later . </s> 
","sara broke up with her boyfriend . </s> she was very sad because of the breakup . </s> she went to get ice cream from the kitchen . </s> she put a huge bucket of ice cream in a spoon . </s> it was the best night of her life . </s> 
","pearl was in a big rush . </s> she only had a few hours to finish her work . </s> she worked through lunch and she did n't answer her phone . </s> she just stared at her computer and pressed on . </s> she finished the work with just a few minutes to spare . </s> 
","while walking in his yard , saul saw something . </s> he looked to see what it was . </s> he saw a big black snake beside the rock . </s> he ran and got his mom . </s> mom came and killed the snake . </s> 
","genevieve decided that she wanted a milkshake at denny 's . </s> she begged and pleaded with me to order one for her . </s> i finally gave in and ordered the milkshake . </s> when it arrived she took one drink then decided she did not want it . </s> that is the last milkshake i will order for genevieve . </s> 
",5,1,5,5,3
AMT_K0N,"our daughter is coming home to boston to visit . </s> she loves sourdough bread from a local bakery . </s> my wife ordered bread the other day . </s> it had just come out of the oven ! </s> she said she 's going to pick the bread up later . </s> 
","sara broke up with her boyfriend . </s> she was very sad because of the breakup . </s> she went to get ice cream from the kitchen . </s> she put a huge bucket of ice cream in a spoon . </s> it was the best night of her life . </s> 
","pearl was in a big rush . </s> she only had a few hours to finish her work . </s> she worked through lunch and she did n't answer her phone . </s> she just stared at her computer and pressed on . </s> she finished the work with just a few minutes to spare . </s> 
","while walking in his yard , saul saw something . </s> he looked to see what it was . </s> he saw a big black snake beside the rock . </s> he ran and got his mom . </s> mom came and killed the snake . </s> 
","genevieve decided that she wanted a milkshake at denny 's . </s> she begged and pleaded with me to order one for her . </s> i finally gave in and ordered the milkshake . </s> when it arrived she took one drink then decided she did not want it . </s> that is the last milkshake i will order for genevieve . </s> 
",5,0,5,5,5
AMT_K0N,"nothing sounded quite as good as popcorn did late at night for mj . </s> her boyfriend decided to run out to get some for the two of them . </s> they both went to the store to look around . </s> all the stores were closed , and he finally bought some . </s> he took it home and the sound asleep for a nap . </s> 
","bill is retiring from his job as a police officer . </s> bill 's been an officer for twenty-five years , so he 's a bit sad . </s> he is excited to retire but is bittersweet about it . </s> bill drives to work but is sad to see the office , he sheds tears . </s> bill hugs his co-workers as he drives away with some bittersweet goodbyes . </s> 
","tom was driving to work . </s> he got pulled over by a cop . </s> he asked to see the cop 's name . </s> the cop mentioned that his name was tom . </s> tom agreed to pay a fine . </s> 
","my cat trip caught a blue bird and was calling for me to come see it . </s> i took it away and saved it . </s> a week later , the bird was still there , but not dead . </s> it had just died and was still alive . </s> i chased it across the block . </s> 
","tom was excited to enter the costume contest . </s> he thought he could easily win . </s> then he noticed someone else with the same costume . </s> it was even more detailed than tom 's . </s> tom did not win . </s> 
",0,5,1,0,5
AMT_SK1,"nothing sounded quite as good as popcorn did late at night for mj . </s> her boyfriend decided to run out to get some for the two of them . </s> they both went to the store to look around . </s> all the stores were closed , and he finally bought some . </s> he took it home and the sound asleep for a nap . </s> 
","bill is retiring from his job as a police officer . </s> bill 's been an officer for twenty-five years , so he 's a bit sad . </s> he is excited to retire but is bittersweet about it . </s> bill drives to work but is sad to see the office , he sheds tears . </s> bill hugs his co-workers as he drives away with some bittersweet goodbyes . </s> 
","tom was driving to work . </s> he got pulled over by a cop . </s> he asked to see the cop 's name . </s> the cop mentioned that his name was tom . </s> tom agreed to pay a fine . </s> 
","my cat trip caught a blue bird and was calling for me to come see it . </s> i took it away and saved it . </s> a week later , the bird was still there , but not dead . </s> it had just died and was still alive . </s> i chased it across the block . </s> 
","tom was excited to enter the costume contest . </s> he thought he could easily win . </s> then he noticed someone else with the same costume . </s> it was even more detailed than tom 's . </s> tom did not win . </s> 
",1,4,4,3,5
